comment,Sentiment Score
"i feel one factor for BJPs unsuccess is media , coz in south no one really cares abt Godi media , and each regional party has their own media outlet , so the fight is mainly in between regional parties , BJP do got some presence in the recent years compared to previous elections","{'neg': 0.07, 'neu': 0.697, 'pos': 0.233, 'compound': 0.7264}"
Finally the people realised that the the Congress was the lesser evil. The BJP miles ahead by corruption in their short tenure. 5 years of BJP corruption surpassed all the years of the Congress.  The people all over India should realise this next year,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.6597}"
"Karnataka's GDP growth  was good under bjp,high fdi under bjp but due to their local mismanagement they got this defeat which is good.","{'neg': 0.134, 'neu': 0.491, 'pos': 0.375, 'compound': 0.6597}"
"kerala files

kashmir files

sindhi files

bengal files","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
once again the educated people of south showed their education to BJP,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
All I can say is because of dethroning Yedyurappa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"If it goes this way then, today it was Karnataka, tomorrow it’ll be Madhya Pradesh, Rajasthan, Chattisgarh, Telangana and in 2024 … the whole of India for the Congress ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
DK Shivkumar should be given a important place in center as Congress strategist.,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}"
was waiting for this episode 🫰,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"There is nothing like that, here people support to which ever party they trust in and sometimes congress new comers are good and bjp bad, sometimes opposite,  so it's not about modiji it's about state not national level.","{'neg': 0.24, 'neu': 0.488, 'pos': 0.272, 'compound': 0.2575}"
City of Bangalore had more support to Bjp because of those infected religious minded people from North india. They should be aware of the results shown by the Kannadigas that there should not be any hatred of any religion/cast/creed.,"{'neg': 0.32, 'neu': 0.563, 'pos': 0.117, 'compound': -0.6908}"
Now congress can not claim that EVM is hacked. because by this EVM mechanic they won Karnataka. So they should not blamed this time.,"{'neg': 0.453, 'neu': 0.547, 'pos': 0.0, 'compound': -0.7003}"
People are fed of seeing Modi so they rejected BJP. Those days are over where people blindly vote seeing Face of Modi..This is not UP,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.5106}"
What a silent message with ur tee shirt. Hats off Akash ji. U r the best.,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}"
The Karnataka election result is  the defeat of Basawraj government of his mistakes and corruption allegations. This is not the defeat of Modi always remember no one ever can or ever will replace 'Narendra Modi' in national level! ,"{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.8313}"
If you want to manipulate normal indian just use religion but most of the people from South are highly educated and use their knowledge practically unlike rest ,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.0772}"
The real reason is AAP didn't participate. Cong took all the strategy that AAP maintains.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"As a andhbhakt 
Ye sahi hua sirf election ke waqt hindu hindu karte hai 
Naahi 
CAA ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Well done people of Karnataka. Cheers,"{'neg': 0.0, 'neu': 0.366, 'pos': 0.634, 'compound': 0.6369}"
If there was anyone else other than Raga for PM. CONGRESS would certainly stand a chance,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.5267}"
I hope and wish that UP also rejects this hate politics in the next elections 🫡,"{'neg': 0.418, 'neu': 0.242, 'pos': 0.339, 'compound': -0.3182}"
As a state to fulfil these 5 promises - state treasury has to release fund of 62000 crore per year for next 5 years consecutively. That is end of the day pure tax payers money. Then this will lead to 7.5 Lakh crore DEBT for the state. Thus the data is very clear as state will become more poor and cash to debt ratio will be extreme high as 20% of revenue will be spent for this. If This continues as charity then people of actual needy will never undergo the process of wealth creation to support the overall GDP,"{'neg': 0.188, 'neu': 0.602, 'pos': 0.209, 'compound': 0.121}"
BJP's hindutva politics works best majorly in North Indian parts and that is a big problem for the country... ️,"{'neg': 0.143, 'neu': 0.635, 'pos': 0.222, 'compound': 0.3612}"
king cricker koli minusmeat by shubham gill .his effortless six hitting made g.t win again .kohli retired to public seat from fielding .he mustered only one six,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.5859}"
Congratulations Karnataka...you save humanity and democracy....,"{'neg': 0.0, 'neu': 0.413, 'pos': 0.587, 'compound': 0.7964}"
They should split the tenure to 2.5 years between dks and siddha,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Proud South Indian.... ಕರ್ನಾಟಕ..,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.4767}"
"if this is the condition to get a CM of the state how can we even trust on the opposition coalition govt for 2024, everyone will fight for PM seat and not India's welfare","{'neg': 0.124, 'neu': 0.718, 'pos': 0.158, 'compound': 0.1779}"
"My respect increase for Karnataka public
Congress zindabaad
BJP hatao desh bachao ","{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.6597}"
Chalo ek chiz toh pata chalti hai.  Ki literate state like southern of India main public hindu muslim nahi khrid rahi ,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}"
"Hatred thrown out. You can fool some people all time, all people sometimes, but not all people all the time.
Time to bring in our old India back where all Hindus, Muslims, Christian's, Sikhs etc lived in peace without fear.","{'neg': 0.214, 'neu': 0.602, 'pos': 0.184, 'compound': -0.2434}"
Congress won on free free promises. Voters of Rajasthan has already understood value of promises and Karnataka will also know in due course of time.,"{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.9217}"
Great decision by the people of Karnataka. Our beloved PM didn't even spared a single word for the sufferings in Manipur. Good riddance.,"{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.8834}"
"I am very happy for Congress, finally we can hope from a party who can unit religion together,bye bye hindu muslim politics","{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.8519}"
"Wonderful analysis

Chennai","{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}"
north Indian people get awareness nowadays . you Join with South Indian people to change in political field,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.296}"
I m surprised bcoz so many educated people were telling that they don't have any problem with BJP in interview anyway I am very happy ,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7819}"
"We South India’s the Great Dravidians
ಕನ್ನಡ (Kannada)
తెలుగు (Telugu)
தமிழ் (Tamil)","{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}"
"waah,Aaj thoda jyada hi muskuraate huye dikh rhe Akash bhaiyaah. Anyway thanks for the commandable work that you are doing in terms of strengthening the unity and brotherhood in nation.","{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.7269}"
"I am a Bengali brother of u dear. You could make videos in Bengali too. I don't support BJP regarding any other policies but what they are doing against Muslims is good. They deserve it. Urdu speaking Muslims in India are mostly anti Hindu and terror minded.
  
But selling every public sector unit privatization of bank increase in prices are the major causes for BJP loses. Moreover BJP is making rich richer and poor poorer. Mehul Chowksi Nirav Modi looted India with Modi's help, same is being done by Adani. ","{'neg': 0.208, 'neu': 0.563, 'pos': 0.229, 'compound': 0.3903}"
I fully agree with the negative sides of BJP cited by you as the reason for their debacle in Karnataka. But the kind of dole politics adopted by the Congress party is deplorable too. It can win elections but ruins the State in the long run. Take the example of West Bengal. The TMC have won three elections but see where did they land the State to.,"{'neg': 0.151, 'neu': 0.571, 'pos': 0.279, 'compound': 0.7017}"
I have been your follower and approver since two years,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
As a congress voter I am very happy that we won in ka against corrupt bjp state govt. But will vote for bjp when it comes to centre,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}"
Congratulations to Karnataka people for standing against hate politics.,"{'neg': 0.319, 'neu': 0.345, 'pos': 0.336, 'compound': 0.0516}"
BJP has to give ticket to a right candidate and well educated. And for hard working person with no commission.,"{'neg': 0.112, 'neu': 0.72, 'pos': 0.168, 'compound': 0.1779}"
"I still don't understand why freebies get so much buzz. Do people really want to leach off of political parties and governments rather than earn on their own? 

I've seen this both in North and South India and especially in states with mediocre ""education"". A systemic grassroot change is needed in society if that is the case. To date I've seen no party tey to teach a man how to fish, they just wanna give them fish everyday to get their support and keep the people poor and needy.","{'neg': 0.125, 'neu': 0.72, 'pos': 0.155, 'compound': 0.217}"
"The videos will find reasoning that is suitable with the result...many factors - freebies is bad when not balanced properly.....Anti-incumbency is going to be there - Polarization has been there even with the winning party.... religion and caste equations has become more important than any other factors...Is hate not being spread against so called upper castes by the seculars? whoever comes, hope good work happens..","{'neg': 0.129, 'neu': 0.575, 'pos': 0.296, 'compound': 0.8074}"
Ye govrment bik gai 2000 hajar me ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Hope the BJP's IT cell and their strategy makers take some points through your videos and understand that all nationals of the country are not andh-bhakt.,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
IT Chief of BJP Amit Malviya exhibited his arrogance nature once again while answering  Mr.Sardesai’s questions . He lost his cool as he was not able to answers questions of  Mr. Sardesai. He should be replaced or retired by BJP for their own good & keep up their image.,"{'neg': 0.191, 'neu': 0.635, 'pos': 0.174, 'compound': -0.128}"
On an average south india has more literacy rate comparing UP etc. So what we can infer is any educated person never falls in trap of religion based politics.,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.2411}"
"Congress's hit last ball sixer by announcing bajarangdal ban, bjp thought this is self goal by congress but realized when results came congress bagged they lost match whole karnataka crucial 25% Muslim voters who vote JDS every time they shifted congress after this announcement which includes pfi too, congress aimed at bjp post but they shot at JDS post, well done","{'neg': 0.118, 'neu': 0.84, 'pos': 0.042, 'compound': -0.5859}"
Modi & Shaha had thought that people have granted Jumla & forgotten the gift of Gandhi family & could see the dark inside  figure of Modi Shaha & RSS . This is the true fact. People have brought bjp respecting the decency of democracy but not forgotten that was the gift of Neheru to us which is irritating to Modi & RSS . We are not so full as Modi has thought up.,"{'neg': 0.14, 'neu': 0.576, 'pos': 0.284, 'compound': 0.7906}"
"Karnataka never voted for bjp they voted for edurappa,
It's leftists think that they voted bjp
If edurappa was in congress they would have voted congress in last term,
Balance is required or else the central government doesn't care,","{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.3875}"
"Congress should not simply rest on leurels of the Karnataka win. It should move ahead planning positively to tackle the incoming Assembly Elections in Rajasthan,Madhya Pradesh, Chattisgarh and Telangana with a greater vigour as well as enthusiasm. For the Greater interest of the Nation, it should chalk out an alternative agenda accomodating all the Opposition within the state level as far as possible and as per the requirement of the ground realities for 2024.","{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.9643}"
"South people are “Dravidians” fighting to earn knowledge and income, not fighting for religious things . Only one reason- no bjp and Rss  North Indian people are blindly following RSS","{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.6124}"
"The change was necessary. 
Karnataka achieved it.
People want change .","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.0772}"
"I am a Muslim, my best friend's name is Ketan
my father's best friend's name is Gopal bhai
My mom's best friend's name is Panna Ben
My Younger sister's best friend's name is Purvi","{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.9843}"
Thank God Karnataka choose development not communal violence. ,"{'neg': 0.323, 'neu': 0.315, 'pos': 0.362, 'compound': -0.128}"
